status_id,machine_id,timestamp,temperature,vibration,operating_hours,previous_failures,days_since_maintenance,current_workload,failure_within_24h
975,M4,2025-12-29T20:00:00,64.5,2.7,183.3,3,4.7,0.42,1
976,M4,2025-12-30T02:00:00,83.8,2.16,741.1,5,85.9,0.61,1
977,M4,2025-12-30T08:00:00,69.7,3.24,5926.6,2,76.1,0.38,0
978,M4,2025-12-30T14:00:00,77.6,2.49,5649.3,4,7.6,0.78,0
979,M4,2025-12-30T20:00:00,73.4,2.87,4385.7,0,19.4,0.47,0
980,M4,2025-12-31T02:00:00,64.5,3.62,2467.6,1,42.8,0.96,1
981,M4,2025-12-31T08:00:00,63.9,3.02,2136.9,4,55.6,0.54,0
982,M4,2025-12-31T14:00:00,72.5,2.81,2428.1,1,0.0,0.62,0
983,M4,2025-12-31T20:00:00,66.5,1.32,4049.5,1,74.6,0.75,0
984,M4,2026-01-01T02:00:00,75.8,2.88,1664.2,0,37.2,0.93,1
985,M4,2026-01-01T08:00:00,70.0,2.32,5220.6,1,38.7,0.76,0
986,M4,2026-01-01T14:00:00,57.8,2.85,3978.6,1,82.7,0.67,0
987,M4,2026-01-01T20:00:00,66.9,2.76,1061.5,0,23.8,0.65,0
988,M4,2026-01-02T02:00:00,74.1,3.68,784.8,2,29.2,0.95,0
989,M4,2026-01-02T08:00:00,75.2,1.97,2541.2,6,48.5,0.73,0
990,M4,2026-01-02T14:00:00,51.6,2.44,5973.8,1,63.9,0.55,0
991,M4,2026-01-02T20:00:00,64.4,1.83,1945.6,1,61.9,0.58,0
992,M4,2026-01-03T02:00:00,71.3,3.37,1967.4,2,73.6,0.55,1
993,M4,2026-01-03T08:00:00,62.1,2.34,4806.1,3,84.0,0.91,1
994,M4,2026-01-03T14:00:00,60.3,1.54,2981.9,0,30.1,0.99,0
995,M4,2026-01-03T20:00:00,67.3,3.1,1296.3,3,29.6,0.55,0
996,M4,2026-01-04T02:00:00,59.8,1.69,3919.5,1,1.5,0.71,0
997,M4,2026-01-04T08:00:00,50.9,1.92,1450.3,3,84.0,0.54,0
998,M4,2026-01-04T14:00:00,65.6,3.11,5156.0,1,52.6,0.4,0
999,M4,2026-01-04T20:00:00,64.2,1.63,4584.5,1,66.7,0.52,0
1000,M4,2026-01-05T02:00:00,74.0,1.68,4463.5,2,30.0,0.49,0
1001,M5,2025-11-03T20:00:00,83.9,3.96,5258.1,1,14.0,0.82,1
1002,M5,2025-11-04T02:00:00,61.7,3.77,410.1,0,7.1,0.66,0
1003,M5,2025-11-04T08:00:00,68.9,2.12,2655.0,3,89.1,0.74,0
1004,M5,2025-11-04T14:00:00,59.4,2.02,1922.0,3,75.5,0.6,1
1005,M5,2025-11-04T20:00:00,61.8,3.16,4091.9,1,32.9,0.91,0
1006,M5,2025-11-05T02:00:00,52.0,3.49,547.8,1,1.9,0.55,0
1007,M5,2025-11-05T08:00:00,63.4,2.98,2487.9,0,57.9,0.79,0
1008,M5,2025-11-05T14:00:00,61.0,0.98,4281.4,1,41.2,0.44,0
1009,M5,2025-11-05T20:00:00,72.6,3.45,1590.4,4,56.4,0.84,1
1010,M5,2025-11-06T02:00:00,54.0,2.77,686.5,0,37.0,0.86,0
1011,M5,2025-11-06T08:00:00,66.9,3.01,2728.2,2,63.8,0.79,0
1012,M5,2025-11-06T14:00:00,71.7,2.38,3969.6,2,8.8,0.43,0
1013,M5,2025-11-06T20:00:00,57.4,2.19,1689.0,2,64.8,0.63,1
1014,M5,2025-11-07T02:00:00,57.8,3.19,3470.0,0,43.4,0.44,0
1015,M5,2025-11-07T08:00:00,57.4,3.53,2561.1,0,61.8,0.68,0
1016,M5,2025-11-07T14:00:00,67.0,3.68,1522.7,2,65.8,0.97,0
1017,M5,2025-11-07T20:00:00,70.5,2.67,1381.1,2,1.9,0.95,1
1018,M5,2025-11-08T02:00:00,72.4,2.33,3015.4,0,66.3,0.46,0
1019,M5,2025-11-08T08:00:00,70.1,1.98,3886.8,0,62.7,0.6,0
1020,M5,2025-11-08T14:00:00,60.2,2.31,2333.9,2,35.4,0.59,0
1021,M5,2025-11-08T20:00:00,69.7,2.17,3551.3,1,41.4,0.83,0
1022,M5,2025-11-09T02:00:00,60.3,1.7,2841.8,0,57.0,0.67,1
1023,M5,2025-11-09T08:00:00,71.9,2.92,3464.4,0,75.8,0.96,0
1024,M5,2025-11-09T14:00:00,73.8,3.77,5357.9,1,75.1,0.7,0
1025,M5,2025-11-09T20:00:00,58.7,4.04,3078.4,0,55.8,0.75,0
1026,M5,2025-11-10T02:00:00,59.4,1.7,3250.8,3,50.9,0.66,1
1027,M5,2025-11-10T08:00:00,53.6,4.05,2956.7,7,13.6,0.41,0
1028,M5,2025-11-10T14:00:00,55.7,2.52,4819.1,1,11.9,0.79,0
1029,M5,2025-11-10T20:00:00,72.2,0.2,3525.0,4,3.7,0.69,0
1030,M5,2025-11-11T02:00:00,47.3,1.78,2699.2,3,77.3,0.76,0
1031,M5,2025-11-11T08:00:00,73.0,2.44,5766.8,2,71.4,0.51,1
1032,M5,2025-11-11T14:00:00,84.7,1.91,575.1,2,88.6,0.64,1
1033,M5,2025-11-11T20:00:00,73.2,3.66,1245.8,1,4.5,0.52,0
1034,M5,2025-11-12T02:00:00,71.0,3.4,5651.4,3,34.6,0.4,1
1035,M5,2025-11-12T08:00:00,51.1,1.48,2295.5,2,11.0,0.49,0
1036,M5,2025-11-12T14:00:00,55.6,2.16,3507.1,2,65.0,0.45,0
1037,M5,2025-11-12T20:00:00,63.0,4.39,3565.8,1,89.9,0.36,0
1038,M5,2025-11-13T02:00:00,74.8,3.02,765.5,3,15.5,0.85,0
1039,M5,2025-11-13T08:00:00,62.0,3.86,3850.0,2,11.3,0.81,0
1040,M5,2025-11-13T14:00:00,64.6,1.75,501.6,2,3.0,0.81,0
1041,M5,2025-11-13T20:00:00,68.7,4.7,839.2,1,31.3,0.94,0
1042,M5,2025-11-14T02:00:00,66.9,2.57,1833.5,3,83.6,0.87,1
1043,M5,2025-11-14T08:00:00,66.0,3.39,3566.3,1,60.0,0.77,0
1044,M5,2025-11-14T14:00:00,72.2,2.87,2791.0,5,15.6,0.94,0
1045,M5,2025-11-14T20:00:00,61.4,2.85,2781.4,0,35.8,0.72,0
1046,M5,2025-11-15T02:00:00,51.6,2.4,2743.1,0,31.6,0.99,0
1047,M5,2025-11-15T08:00:00,63.1,3.66,236.0,2,63.5,0.36,0
1048,M5,2025-11-15T14:00:00,71.6,2.86,3805.7,1,74.0,0.49,0
1049,M5,2025-11-15T20:00:00,80.3,2.17,5984.2,1,39.3,0.72,1
1050,M5,2025-11-16T02:00:00,67.0,2.69,4197.4,1,19.9,0.51,0
1051,M5,2025-11-16T08:00:00,75.4,2.72,1861.5,2,56.9,0.75,1
1052,M5,2025-11-16T14:00:00,58.2,0.78,4991.8,1,48.4,0.68,0
1053,M5,2025-11-16T20:00:00,63.6,1.72,3688.6,3,12.0,0.99,0
1054,M5,2025-11-17T02:00:00,69.9,3.16,3405.8,0,65.9,0.76,1
1055,M5,2025-11-17T08:00:00,48.8,1.88,1666.6,2,85.9,0.44,0
1056,M5,2025-11-17T14:00:00,78.5,3.18,4335.0,0,20.8,0.48,1
1057,M5,2025-11-17T20:00:00,66.9,3.02,1387.8,0,14.2,0.88,1
1058,M5,2025-11-18T02:00:00,70.4,1.86,339.7,1,49.1,0.79,0
1059,M5,2025-11-18T08:00:00,58.4,1.69,1075.3,2,28.3,0.56,0
1060,M5,2025-11-18T14:00:00,49.0,1.68,5657.0,0,10.2,0.67,0
1061,M5,2025-11-18T20:00:00,42.3,3.1,2888.0,4,86.1,0.69,0
1062,M5,2025-11-19T02:00:00,65.8,2.71,3393.2,2,17.6,0.9,0
1063,M5,2025-11-19T08:00:00,78.4,1.92,5973.1,1,86.5,0.76,0
1064,M5,2025-11-19T14:00:00,78.3,3.95,2405.3,3,36.0,0.89,0
1065,M5,2025-11-19T20:00:00,70.4,2.14,238.2,0,75.2,0.62,0
1066,M5,2025-11-20T02:00:00,67.6,2.94,2236.7,2,81.0,0.41,0
1067,M5,2025-11-20T08:00:00,53.0,1.86,1155.1,4,55.6,0.57,0
1068,M5,2025-11-20T14:00:00,62.8,3.58,3159.3,1,88.0,0.55,0
1069,M5,2025-11-20T20:00:00,72.2,2.44,4261.3,2,54.4,0.84,0
1070,M5,2025-11-21T02:00:00,64.1,4.02,4829.6,2,74.0,0.32,0
1071,M5,2025-11-21T08:00:00,77.2,1.34,1925.8,3,82.1,0.82,0
1072,M5,2025-11-21T14:00:00,94.5,1.14,2198.3,1,15.6,0.96,0
1073,M5,2025-11-21T20:00:00,68.7,2.07,922.7,1,31.3,0.97,0
1074,M5,2025-11-22T02:00:00,74.5,1.45,2049.3,4,52.7,0.34,0
1075,M5,2025-11-22T08:00:00,63.2,2.51,1470.1,0,31.1,0.9,0
1076,M5,2025-11-22T14:00:00,71.1,3.69,5096.6,0,66.7,0.36,0
1077,M5,2025-11-22T20:00:00,63.6,1.6,1155.5,1,89.6,0.64,0
1078,M5,2025-11-23T02:00:00,73.9,0.82,5289.4,1,53.0,0.79,0
1079,M5,2025-11-23T08:00:00,65.1,1.25,2944.3,2,40.7,0.81,0
1080,M5,2025-11-23T14:00:00,61.5,2.38,3296.0,1,5.6,0.66,1
1081,M5,2025-11-23T20:00:00,64.7,1.45,3839.1,4,25.4,0.51,1
1082,M5,2025-11-24T02:00:00,55.4,2.39,3669.3,3,86.3,0.78,0
1083,M5,2025-11-24T08:00:00,64.7,2.01,4831.9,2,84.8,0.74,0
1084,M5,2025-11-24T14:00:00,61.6,3.75,1803.1,2,60.6,0.65,0
1085,M5,2025-11-24T20:00:00,63.0,1.82,1163.3,1,56.5,0.68,0
1086,M5,2025-11-25T02:00:00,72.1,2.4,5293.1,2,54.1,0.59,0
1087,M5,2025-11-25T08:00:00,75.8,2.7,1896.2,2,83.1,0.55,1
1088,M5,2025-11-25T14:00:00,62.4,1.41,3417.7,1,14.8,0.58,0
1089,M5,2025-11-25T20:00:00,65.3,2.54,4427.9,2,18.1,0.72,1
1090,M5,2025-11-26T02:00:00,56.9,2.98,3530.6,2,80.2,0.56,0
1091,M5,2025-11-26T08:00:00,68.8,1.96,3173.7,4,5.2,0.71,1
1092,M5,2025-11-26T14:00:00,70.5,2.44,4768.6,2,11.4,0.47,0
1093,M5,2025-11-26T20:00:00,61.2,2.3,1058.8,0,15.6,0.83,0
1094,M5,2025-11-27T02:00:00,60.4,1.87,1560.3,2,15.7,0.46,0
1095,M5,2025-11-27T08:00:00,63.0,1.63,2833.8,1,36.3,0.52,0
1096,M5,2025-11-27T14:00:00,81.5,3.05,4597.3,0,18.2,0.37,1
1097,M5,2025-11-27T20:00:00,71.5,2.63,2031.6,1,5.9,0.45,0
1098,M5,2025-11-28T02:00:00,79.2,1.79,1151.2,2,63.5,0.76,0
1099,M5,2025-11-28T08:00:00,70.9,2.42,5568.8,0,42.6,0.76,0
1100,M5,2025-11-28T14:00:00,53.9,1.06,3973.2,3,69.5,0.33,0
1101,M5,2025-11-28T20:00:00,57.3,2.4,505.7,1,23.1,0.77,0
1102,M5,2025-11-29T02:00:00,69.4,2.64,5818.5,3,36.7,0.41,0
1103,M5,2025-11-29T08:00:00,57.2,3.73,5582.9,2,1.5,0.75,0
1104,M5,2025-11-29T14:00:00,65.1,2.35,954.5,0,56.5,0.64,0
1105,M5,2025-11-29T20:00:00,65.2,4.55,2690.8,0,52.0,0.95,1
1106,M5,2025-11-30T02:00:00,62.1,1.28,2106.0,2,78.4,0.75,0
1107,M5,2025-11-30T08:00:00,64.4,2.81,5401.1,0,33.8,0.95,0
1108,M5,2025-11-30T14:00:00,61.9,2.99,4175.5,1,19.7,0.69,0
1109,M5,2025-11-30T20:00:00,60.7,3.24,3416.0,0,20.1,0.94,0
1110,M5,2025-12-01T02:00:00,74.2,1.97,3832.1,4,47.7,0.58,0
1111,M5,2025-12-01T08:00:00,79.2,1.59,5806.0,0,57.0,0.86,0
1112,M5,2025-12-01T14:00:00,72.6,2.41,1696.2,2,70.8,0.73,0
1113,M5,2025-12-01T20:00:00,61.6,1.41,2742.6,1,73.6,0.95,0
1114,M5,2025-12-02T02:00:00,63.4,2.95,1232.4,0,6.5,0.61,0
1115,M5,2025-12-02T08:00:00,73.3,3.24,1222.1,1,48.4,0.49,1
1116,M5,2025-12-02T14:00:00,54.6,2.31,1559.3,3,55.3,0.35,0
1117,M5,2025-12-02T20:00:00,67.0,2.25,1687.7,2,68.3,0.53,0
1118,M5,2025-12-03T02:00:00,58.9,2.71,1606.0,2,28.4,0.76,1
1119,M5,2025-12-03T08:00:00,59.6,2.32,3181.8,1,47.9,0.68,0
1120,M5,2025-12-03T14:00:00,57.5,1.84,2548.1,1,84.1,0.6,0
1121,M5,2025-12-03T20:00:00,51.5,2.2,5526.4,2,41.1,0.59,0
1122,M5,2025-12-04T02:00:00,67.5,2.54,2293.9,2,1.8,0.78,0
1123,M5,2025-12-04T08:00:00,67.0,1.21,4009.5,0,25.9,0.98,0
1124,M5,2025-12-04T14:00:00,77.9,2.82,1312.8,4,28.9,0.92,1
1125,M5,2025-12-04T20:00:00,65.5,2.0,5766.3,2,59.4,0.32,0
1126,M5,2025-12-05T02:00:00,61.5,2.73,5813.9,3,38.3,0.51,0
1127,M5,2025-12-05T08:00:00,82.0,2.72,2306.8,2,23.0,0.77,0
1128,M5,2025-12-05T14:00:00,39.0,2.72,5520.4,0,37.3,0.49,0
1129,M5,2025-12-05T20:00:00,72.4,3.26,5013.7,1,69.5,0.99,0
1130,M5,2025-12-06T02:00:00,70.7,2.13,804.1,1,34.8,0.79,0
1131,M5,2025-12-06T08:00:00,61.7,2.35,457.4,1,16.5,0.45,0
1132,M5,2025-12-06T14:00:00,60.9,1.38,1125.4,1,17.0,0.98,0
1133,M5,2025-12-06T20:00:00,75.7,2.65,3308.5,0,5.6,0.46,0
1134,M5,2025-12-07T02:00:00,64.5,2.92,1856.2,3,78.0,0.97,0
1135,M5,2025-12-07T08:00:00,72.7,2.23,1452.2,0,27.0,0.55,0
1136,M5,2025-12-07T14:00:00,63.5,2.17,5833.9,0,1.3,0.77,0
1137,M5,2025-12-07T20:00:00,53.7,1.17,1037.4,3,6.3,0.54,0
1138,M5,2025-12-08T02:00:00,56.6,4.18,5710.0,1,75.0,0.53,0
1139,M5,2025-12-08T08:00:00,63.3,2.59,5572.2,0,49.0,0.68,0
1140,M5,2025-12-08T14:00:00,55.5,2.97,1826.4,0,69.2,0.74,0
1141,M5,2025-12-08T20:00:00,57.8,2.72,5789.8,1,15.6,0.96,0
1142,M5,2025-12-09T02:00:00,77.8,2.25,2368.0,1,47.2,0.78,0
1143,M5,2025-12-09T08:00:00,70.3,3.56,665.5,1,30.6,0.54,0
1144,M5,2025-12-09T14:00:00,54.5,2.24,2993.8,1,31.6,0.3,1
1145,M5,2025-12-09T20:00:00,89.9,2.49,1904.9,1,12.9,0.92,0
1146,M5,2025-12-10T02:00:00,75.9,2.41,3571.5,0,64.2,0.82,0
1147,M5,2025-12-10T08:00:00,86.4,3.68,2064.7,1,29.5,0.58,0
1148,M5,2025-12-10T14:00:00,78.1,3.43,4383.9,1,9.3,0.62,0
1149,M5,2025-12-10T20:00:00,62.6,2.84,2561.4,3,11.0,0.95,0
1150,M5,2025-12-11T02:00:00,59.2,2.92,1639.3,3,71.1,0.93,0
1151,M5,2025-12-11T08:00:00,67.3,1.81,3167.7,0,50.4,0.69,1
1152,M5,2025-12-11T14:00:00,55.5,2.83,3620.0,2,15.4,0.69,0
1153,M5,2025-12-11T20:00:00,60.2,4.64,5444.3,1,21.5,0.69,0
1154,M5,2025-12-12T02:00:00,54.1,3.27,3323.4,1,87.5,0.62,0
1155,M5,2025-12-12T08:00:00,71.7,2.94,5460.3,0,67.3,0.31,1
1156,M5,2025-12-12T14:00:00,72.9,1.48,2255.1,1,21.6,0.39,0
1157,M5,2025-12-12T20:00:00,52.4,2.09,5455.4,1,15.1,0.31,0
1158,M5,2025-12-13T02:00:00,56.3,1.98,2505.7,2,25.1,0.7,0
1159,M5,2025-12-13T08:00:00,65.5,1.28,2965.0,1,71.4,0.81,0
1160,M5,2025-12-13T14:00:00,66.6,3.22,1111.0,1,29.1,0.82,0
1161,M5,2025-12-13T20:00:00,78.5,2.33,2168.1,0,71.5,0.35,0
1162,M5,2025-12-14T02:00:00,57.3,2.43,504.2,1,68.2,0.81,0
1163,M5,2025-12-14T08:00:00,55.7,1.88,1521.0,2,53.5,0.42,0
1164,M5,2025-12-14T14:00:00,67.7,3.26,3873.7,3,89.4,0.51,1
1165,M5,2025-12-14T20:00:00,57.4,0.62,4596.5,0,49.3,0.5,0
1166,M5,2025-12-15T02:00:00,65.1,2.61,2020.1,3,89.5,0.55,1
1167,M5,2025-12-15T08:00:00,83.9,3.32,5664.0,4,60.0,0.98,1
1168,M5,2025-12-15T14:00:00,64.3,2.47,4249.6,0,27.2,0.78,0
1169,M5,2025-12-15T20:00:00,67.7,1.7,2974.0,2,38.3,0.61,0
1170,M5,2025-12-16T02:00:00,63.7,2.1,5086.5,1,34.3,0.92,0
1171,M5,2025-12-16T08:00:00,53.0,2.95,3580.2,2,37.2,0.43,0
1172,M5,2025-12-16T14:00:00,68.5,1.61,4419.4,1,77.8,0.67,0
1173,M5,2025-12-16T20:00:00,60.4,4.53,2166.7,2,42.8,0.59,1
1174,M5,2025-12-17T02:00:00,56.4,3.47,911.7,1,46.6,0.81,0
1175,M5,2025-12-17T08:00:00,72.9,2.07,3717.8,1,84.9,0.9,1
1176,M5,2025-12-17T14:00:00,56.7,0.78,1098.9,2,4.0,0.68,0
1177,M5,2025-12-17T20:00:00,60.5,1.91,1590.2,1,54.9,0.5,0
1178,M5,2025-12-18T02:00:00,66.9,2.56,5519.7,1,4.4,0.8,0
1179,M5,2025-12-18T08:00:00,69.9,2.97,973.0,1,38.7,0.6,0
1180,M5,2025-12-18T14:00:00,64.2,1.89,1007.8,0,68.6,0.31,0
1181,M5,2025-12-18T20:00:00,63.0,3.12,4654.0,3,65.5,0.71,0
1182,M5,2025-12-19T02:00:00,61.1,3.7,2486.1,0,36.9,0.63,0
1183,M5,2025-12-19T08:00:00,61.6,2.28,5810.7,0,53.7,0.51,0
1184,M5,2025-12-19T14:00:00,85.8,1.81,1368.5,1,34.1,0.91,1
1185,M5,2025-12-19T20:00:00,71.4,3.15,1992.3,0,9.2,0.98,0
1186,M5,2025-12-20T02:00:00,64.9,1.59,709.7,0,17.8,0.83,0
1187,M5,2025-12-20T08:00:00,67.0,2.05,2538.2,0,56.7,0.48,0
1188,M5,2025-12-20T14:00:00,80.3,2.63,4722.4,1,57.6,0.79,1
1189,M5,2025-12-20T20:00:00,58.0,0.96,2869.6,1,51.1,0.31,0
1190,M5,2025-12-21T02:00:00,63.9,1.93,578.7,1,33.6,0.84,0
1191,M5,2025-12-21T08:00:00,70.0,2.5,5134.3,0,49.5,0.32,1
1192,M5,2025-12-21T14:00:00,83.0,4.41,342.5,3,30.4,0.81,1
1193,M5,2025-12-21T20:00:00,65.4,1.85,3941.5,1,54.7,0.72,0
1194,M5,2025-12-22T02:00:00,55.6,0.86,5079.8,1,6.7,0.41,0
1195,M5,2025-12-22T08:00:00,61.5,4.43,5468.7,2,24.3,0.62,1
1196,M5,2025-12-22T14:00:00,65.8,2.39,2687.6,0,60.0,0.61,0
1197,M5,2025-12-22T20:00:00,52.4,3.11,3067.8,1,73.1,0.87,0
1198,M5,2025-12-23T02:00:00,71.8,1.26,1096.5,1,40.7,0.98,0
1199,M5,2025-12-23T08:00:00,55.5,2.54,5315.2,0,81.7,0.34,0
1200,M5,2025-12-23T14:00:00,60.0,2.54,490.8,0,53.0,0.7,0
1201,M5,2025-12-23T20:00:00,61.7,2.22,5883.0,1,87.6,0.96,0
1202,M5,2025-12-24T02:00:00,74.3,4.24,5575.1,1,88.7,0.89,1
1203,M5,2025-12-24T08:00:00,86.8,2.58,1876.4,1,15.3,0.82,0
1204,M5,2025-12-24T14:00:00,65.2,2.14,1482.5,0,84.2,0.59,0
1205,M5,2025-12-24T20:00:00,77.5,1.61,246.7,1,77.1,0.59,0
1206,M5,2025-12-25T02:00:00,69.6,1.48,4165.8,1,47.5,0.58,0
1207,M5,2025-12-25T08:00:00,63.7,3.8,5795.7,1,4.3,0.88,0
1208,M5,2025-12-25T14:00:00,54.4,3.53,165.9,2,75.4,0.75,0
1209,M5,2025-12-25T20:00:00,51.8,1.84,5047.4,1,37.4,0.37,0
1210,M5,2025-12-26T02:00:00,66.2,2.48,3285.4,0,18.4,0.79,0
1211,M5,2025-12-26T08:00:00,77.1,2.52,1886.5,3,42.3,0.77,0
1212,M5,2025-12-26T14:00:00,50.8,1.98,1538.7,0,6.7,0.33,0
1213,M5,2025-12-26T20:00:00,64.9,1.86,970.8,0,30.9,0.88,0
1214,M5,2025-12-27T02:00:00,58.2,2.26,2300.8,1,62.8,0.64,1
1215,M5,2025-12-27T08:00:00,67.1,2.57,4199.1,3,64.3,0.41,0
1216,M5,2025-12-27T14:00:00,68.4,2.31,427.6,2,9.6,0.56,0
1217,M5,2025-12-27T20:00:00,68.8,2.09,2609.6,1,12.3,0.31,0
1218,M5,2025-12-28T02:00:00,55.6,2.46,3222.1,1,60.5,0.87,0
1219,M5,2025-12-28T08:00:00,64.2,1.98,4002.2,2,84.6,0.75,1
1220,M5,2025-12-28T14:00:00,65.5,3.08,5210.4,0,29.4,0.46,0
1221,M5,2025-12-28T20:00:00,64.0,2.49,3157.9,2,9.6,0.32,0
1222,M5,2025-12-29T02:00:00,82.2,2.84,2780.4,1,47.1,0.38,0
1223,M5,2025-12-29T08:00:00,55.4,3.33,4353.9,2,80.2,0.92,0
1224,M5,2025-12-29T14:00:00,50.2,2.2,3123.7,1,70.5,0.87,0
1225,M5,2025-12-29T20:00:00,63.5,2.1,5498.6,0,28.0,0.77,0
1226,M5,2025-12-30T02:00:00,63.6,4.77,605.9,2,34.3,0.55,1
1227,M5,2025-12-30T08:00:00,64.0,2.77,2784.9,3,11.1,0.59,0
1228,M5,2025-12-30T14:00:00,68.4,1.18,2403.0,2,64.0,0.87,0
1229,M5,2025-12-30T20:00:00,47.2,2.41,235.6,4,3.8,0.39,0
1230,M5,2025-12-31T02:00:00,61.1,3.35,1194.7,1,21.2,0.86,0
1231,M5,2025-12-31T08:00:00,71.2,3.06,4925.7,1,75.1,0.71,1
1232,M5,2025-12-31T14:00:00,64.7,1.12,4802.7,2,80.1,0.4,0
1233,M5,2025-12-31T20:00:00,77.5,2.2,3299.1,2,15.6,0.41,0
1234,M5,2026-01-01T02:00:00,72.4,1.48,2403.0,2,13.0,0.73,0
1235,M5,2026-01-01T08:00:00,61.9,3.44,812.6,1,21.7,0.98,0
1236,M5,2026-01-01T14:00:00,81.2,2.73,5292.3,2,78.8,0.93,1
1237,M5,2026-01-01T20:00:00,73.7,2.38,1308.8,1,44.8,0.92,0
1238,M5,2026-01-02T02:00:00,63.3,3.22,3250.8,2,24.8,0.54,0
1239,M5,2026-01-02T08:00:00,54.3,3.26,5840.1,2,56.6,0.75,0
1240,M5,2026-01-02T14:00:00,68.5,3.74,3098.0,2,27.1,0.67,0
1241,M5,2026-01-02T20:00:00,66.3,2.85,5433.8,4,6.9,0.42,1
1242,M5,2026-01-03T02:00:00,67.3,1.98,599.8,1,81.1,0.49,0
1243,M5,2026-01-03T08:00:00,64.6,3.15,3111.1,0,66.9,0.32,0
1244,M5,2026-01-03T14:00:00,54.3,3.53,2734.8,0,25.5,0.73,0
1245,M5,2026-01-03T20:00:00,60.2,1.83,4480.1,3,52.7,0.85,0
1246,M5,2026-01-04T02:00:00,71.1,2.6,1917.8,1,84.2,0.54,0
1247,M5,2026-01-04T08:00:00,65.0,3.37,4357.6,1,8.7,0.87,0
1248,M5,2026-01-04T14:00:00,66.6,3.07,5398.2,0,89.8,0.3,0
1249,M5,2026-01-04T20:00:00,59.9,2.74,2094.8,2,54.0,0.75,0
1250,M5,2026-01-05T02:00:00,69.2,3.68,1169.4,0,75.9,0.58,0
1251,M6,2025-11-03T20:00:00,51.5,4.09,160.6,0,73.1,0.39,0
1252,M6,2025-11-04T02:00:00,48.6,2.58,397.1,1,56.3,0.89,0
1253,M6,2025-11-04T08:00:00,69.1,2.66,4791.5,1,7.2,0.85,0
1254,M6,2025-11-04T14:00:00,61.3,3.67,4637.5,4,84.0,0.35,0
1255,M6,2025-11-04T20:00:00,72.9,0.98,2286.4,1,45.5,0.4,0
1256,M6,2025-11-05T02:00:00,51.0,3.08,3526.6,3,45.2,0.63,1
1257,M6,2025-11-05T08:00:00,64.1,3.65,5861.0,0,65.7,0.5,0
1258,M6,2025-11-05T14:00:00,60.4,2.25,229.5,1,1.3,0.98,0
1259,M6,2025-11-05T20:00:00,66.2,1.62,1029.5,1,33.4,0.47,0
1260,M6,2025-11-06T02:00:00,73.4,3.26,2920.4,1,77.0,0.97,1
1261,M6,2025-11-06T08:00:00,54.5,1.88,2661.4,2,16.1,0.56,0
1262,M6,2025-11-06T14:00:00,53.7,1.34,3338.0,1,39.5,0.31,0
1263,M6,2025-11-06T20:00:00,62.6,2.05,2342.9,1,63.3,0.64,0
1264,M6,2025-11-07T02:00:00,59.2,1.51,2239.3,0,57.9,0.93,0
1265,M6,2025-11-07T08:00:00,68.5,2.13,3451.4,4,84.4,0.79,1
1266,M6,2025-11-07T14:00:00,71.9,0.49,3180.5,0,56.5,0.62,0
1267,M6,2025-11-07T20:00:00,67.8,2.5,1985.2,3,53.3,0.95,0
1268,M6,2025-11-08T02:00:00,54.8,1.79,5284.8,1,47.1,0.43,0
1269,M6,2025-11-08T08:00:00,54.4,3.39,3721.4,5,14.2,0.33,0
1270,M6,2025-11-08T14:00:00,57.7,1.81,5128.8,2,57.6,0.32,0
1271,M6,2025-11-08T20:00:00,61.1,2.44,3636.9,2,73.3,0.43,0
1272,M6,2025-11-09T02:00:00,60.6,3.1,5416.4,0,66.4,0.91,0
1273,M6,2025-11-09T08:00:00,63.8,2.06,3043.8,2,89.6,0.62,0
1274,M6,2025-11-09T14:00:00,51.3,2.17,1768.2,1,14.8,0.48,0
1275,M6,2025-11-09T20:00:00,57.2,2.73,4717.6,3,40.4,0.49,0
1276,M6,2025-11-10T02:00:00,68.0,3.5,1048.6,3,49.6,0.58,0
1277,M6,2025-11-10T08:00:00,66.7,2.88,1516.5,1,11.2,0.88,0
1278,M6,2025-11-10T14:00:00,46.9,2.88,373.8,0,68.5,0.46,0
1279,M6,2025-11-10T20:00:00,62.6,2.86,5252.4,3,8.6,0.72,1
1280,M6,2025-11-11T02:00:00,69.7,0.61,4083.7,0,12.4,0.55,0
1281,M6,2025-11-11T08:00:00,70.4,2.93,3983.0,2,57.4,0.59,1
1282,M6,2025-11-11T14:00:00,62.3,2.53,1093.1,1,66.0,0.33,0
1283,M6,2025-11-11T20:00:00,72.7,2.63,886.8,4,49.2,0.76,0
1284,M6,2025-11-12T02:00:00,70.1,2.94,3682.0,1,41.7,0.43,0
1285,M6,2025-11-12T08:00:00,50.3,1.62,470.9,0,28.8,0.85,0
1286,M6,2025-11-12T14:00:00,55.1,2.8,5954.0,3,46.2,0.9,1
1287,M6,2025-11-12T20:00:00,64.9,1.7,5097.4,2,41.9,0.97,0
1288,M6,2025-11-13T02:00:00,74.3,3.56,1659.9,0,86.2,0.69,0
1289,M6,2025-11-13T08:00:00,77.0,3.72,2880.9,1,40.8,0.88,0
1290,M6,2025-11-13T14:00:00,56.1,2.1,212.2,1,55.4,0.96,0
1291,M6,2025-11-13T20:00:00,56.1,3.37,3056.9,1,27.3,0.87,0
1292,M6,2025-11-14T02:00:00,74.3,1.5,1868.5,3,61.3,0.6,0
